,Unnamed: 0,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Longitude,Latitude,GEOID_num,OccDensity,nullcheck,geometry,population,income,demand_scaled
384,3149,42,3,523800,1400000US42003523800,42003523800,5238.0,CT,4794537,329882,40.4885053098,-79.8394686524,42003523800.0,,,"POLYGON ((-79.859541 40.487052, -79.856537 40.488976, -79.851113 40.493601, -79.85033899999999 40.49594, -79.845118 40.495976, -79.843391 40.499565, -79.842891 40.50336, -79.83952699999999 40.503347, -79.837829 40.502234, -79.83767 40.501543, -79.837032 40.50193, -79.836366 40.501552, -79.836068 40.499717, -79.833651 40.495086, -79.82955299999999 40.495219999999996, -79.827446 40.494614999999996, -79.827309 40.490773, -79.826714 40.490576, -79.823388 40.490586, -79.820133 40.49005, -79.819862 40.489498999999995, -79.820134 40.489281, -79.820978 40.488119999999995, -79.820529 40.485636, -79.81924699999999 40.484201999999996, -79.828716 40.481772, -79.83225499999999 40.480568, -79.83287899999999 40.480304, -79.83771899999999 40.478100999999995, -79.839427 40.47841, -79.843803 40.477548, -79.845507 40.477965, -79.846295 40.477835999999996, -79.848497 40.475539999999995, -79.848362 40.478866, -79.85154299999999 40.482799, -79.857736 40.48545, -79.859541 40.487052))",4670,33230,0.2819960122887826
39,220,42,3,524000,1400000US42003524000,42003524000,5240.0,CT,1307952,235470,40.505028121500004,-79.8419064243,42003524000.0,,,"POLYGON ((-79.84967999999999 40.497589, -79.84885299999999 40.503658, -79.84932599999999 40.506820999999995, -79.849451 40.507425, -79.846977 40.507760999999995, -79.843763 40.511302, -79.84226699999999 40.511644, -79.838652 40.511824, -79.835906 40.511426, -79.83402 40.512712, -79.833612 40.506392999999996, -79.833624 40.506305999999995, -79.83356599999999 40.504439, -79.833792 40.500851999999995, -79.834983 40.501491, -79.837829 40.502234, -79.83952699999999 40.503347, -79.842891 40.50336, -79.843391 40.499565, -79.845118 40.495976, -79.85033899999999 40.49594, -79.84967999999999 40.497589))",2767,27402,0.35045242994073156
294,2284,42,3,525100,1400000US42003525100,42003525100,5251.0,CT,1361335,0,40.5172161384,-79.8293336242,42003525100.0,,,"POLYGON ((-79.838629 40.514257, -79.838177 40.515885, -79.83757 40.52098, -79.827772 40.520295, -79.822752 40.520379, -79.82283 40.522928, -79.82129499999999 40.522943, -79.821474 40.526015, -79.82086799999999 40.526167, -79.81921799999999 40.5233, -79.82034399999999 40.518101, -79.81991599999999 40.517627999999995, -79.819706 40.517396999999995, -79.820773 40.515236, -79.82434099999999 40.515293, -79.827704 40.511967999999996, -79.83379699999999 40.513162, -79.83402 40.512712, -79.835906 40.511426, -79.838652 40.511824, -79.838629 40.514257))",1865,43294,0.37647250335393584
22,169,42,3,525200,1400000US42003525200,42003525200,5252.0,CT,1126688,273023,40.5161989181,-79.8449059722,42003525200.0,,,"POLYGON ((-79.85066499999999 40.51721, -79.850494 40.520508, -79.850196 40.521716, -79.849434 40.523553, -79.83850000000001 40.521073, -79.83757 40.52098, -79.838177 40.515885, -79.838629 40.514257, -79.838652 40.511824, -79.84226699999999 40.511644, -79.843763 40.511302, -79.846977 40.507760999999995, -79.849451 40.507425, -79.850546 40.514188, -79.85066499999999 40.51721))",2269,37341,0.39948672541209623
295,2285,42,3,525300,1400000US42003525300,42003525300,5253.0,CT,1625044,198507,40.525110006999995,-79.8353103349,42003525300.0,,,"POLYGON ((-79.848426 40.525126, -79.846321 40.527073, -79.84230199999999 40.529804, -79.835272 40.532634, -79.83668999999999 40.530259, -79.83322199999999 40.529883, -79.82806099999999 40.527952, -79.82792599999999 40.524571, -79.821474 40.526015, -79.82129499999999 40.522943, -79.82283 40.522928, -79.822752 40.520379, -79.827772 40.520295, -79.83757 40.52098, -79.83850000000001 40.521073, -79.849434 40.523553, -79.848426 40.525126))",2346,41225,0.37098341893497083
128,1031,42,3,526101,1400000US42003526101,42003526101,5261.01,CT,34362112,979253,40.5237718939,-79.7665086351,42003526101.0,,,"POLYGON ((-79.835272 40.532634, -79.828537 40.535004, -79.822086 40.536206, -79.807566 40.537284, -79.80501199999999 40.537455, -79.794789 40.535785, -79.788162 40.534622999999996, -79.78375299999999 40.534107999999996, -79.778908 40.534487999999996, -79.776618 40.534934, -79.772762 40.536327, -79.768478 40.538779, -79.766091 40.540713, -79.764172 40.544264, -79.76369799999999 40.546025, -79.76541499999999 40.549853999999996, -79.760995 40.55103, -79.758132 40.550337, -79.753976 40.550537999999996, -79.75238499999999 40.551573999999995, -79.748228 40.551181, -79.745023 40.549490999999996, -79.742639 40.548718, -79.73934299999999 40.549543, -79.73593799999999 40.549175999999996, -79.732351 40.545514999999995, -79.73061 40.544819, -79.72978599999999 40.54416, -79.724567 40.542366, -79.72242399999999 40.542058999999995, -79.72085899999999 40.541000000000004, -79.718682 40.537406999999995, -79.714638 40.533166, -79.71284399999999 40.532872, -79.71243199999999 40.530982, -79.70965799999999 40.527232, -79.70986599999999 40.525033, -79.711713 40.523545999999996, -79.71690199999999 40.523807, -79.719962 40.523205999999995, -79.72053799999999 40.520724, -79.724049 40.518048, -79.72672 40.517057, -79.72943 40.516594, -79.730684 40.515291, -79.731713 40.512673, -79.732947 40.510867, -79.738793 40.508193, -79.739958 40.506066, -79.741367 40.505376, -79.74458299999999 40.504842, -79.745931 40.503239, -79.747784 40.497896999999995, -79.749746 40.496628, -79.751638 40.496472, -79.752905 40.496522999999996, -79.755713 40.499071, -79.75961199999999 40.501456999999995, -79.762613 40.504331, -79.76764399999999 40.500498, -79.767307 40.499058, -79.768396 40.49745, -79.77197199999999 40.49655, -79.775575 40.494004, -79.77761699999999 40.493688999999996, -79.781371 40.494492, -79.78399499999999 40.49455, -79.786197 40.494571, -79.787326 40.495041, -79.789006 40.496674, -79.78782199999999 40.499134, -79.792014 40.502426, -79.792626 40.503496999999996, -79.79145199999999 40.506281, -79.79189099999999 40.508099, -79.793782 40.511553, -79.795192 40.511635999999996, -79.798048 40.510241, -79.799444 40.510687, -79.800868 40.513306, -79.80327799999999 40.514492, -79.80496699999999 40.514054, -79.806725 40.513625, -79.80645799999999 40.517502, -79.806868 40.518215, -79.80788299999999 40.517925, -79.80883999999999 40.516069, -79.809754 40.515712, -79.812956 40.516512999999996, -79.815186 40.514361, -79.816726 40.514948, -79.816704 40.517793, -79.81759699999999 40.518369, -79.819706 40.517396999999995, -79.81991599999999 40.517627999999995, -79.82034399999999 40.518101, -79.81921799999999 40.5233, -79.82086799999999 40.526167, -79.821474 40.526015, -79.82792599999999 40.524571, -79.82806099999999 40.527952, -79.83322199999999 40.529883, -79.83668999999999 40.530259, -79.835272 40.532634))",7400,43754,0.27542015759506056
341,2728,42,3,526102,1400000US42003526102,42003526102,5261.02,CT,13786316,0,40.502101496,-79.72159208939999,42003526102.0,,,"POLYGON ((-79.749746 40.496628, -79.747784 40.497896999999995, -79.745931 40.503239, -79.74458299999999 40.504842, -79.741367 40.505376, -79.739958 40.506066, -79.738793 40.508193, -79.732947 40.510867, -79.731713 40.512673, -79.730684 40.515291, -79.72943 40.516594, -79.72672 40.517057, -79.724049 40.518048, -79.72053799999999 40.520724, -79.719962 40.523205999999995, -79.71690199999999 40.523807, -79.711713 40.523545999999996, -79.70986599999999 40.525033, -79.70965799999999 40.527232, -79.71243199999999 40.530982, -79.71284399999999 40.532872, -79.710234 40.532298999999995, -79.70790199999999 40.530663, -79.705101 40.527111, -79.701624 40.525448999999995, -79.701985 40.523787, -79.702264 40.517891, -79.702142 40.489523, -79.709054 40.489264999999996, -79.71186 40.487851, -79.716127 40.483851, -79.724814 40.481905, -79.727674 40.479665, -79.733627 40.478798999999995, -79.73603399999999 40.477844999999995, -79.737991 40.4801, -79.73765 40.483016, -79.738118 40.485956, -79.74120599999999 40.490339999999996, -79.74553399999999 40.493617, -79.749228 40.494647, -79.751638 40.496472, -79.749746 40.496628))",2115,30472,0.1921217947611101
296,2286,42,3,526201,1400000US42003526201,42003526201,5262.01,CT,6184747,0,40.4888246684,-79.75780018729999,42003526201.0,,,"POLYGON ((-79.78531699999999 40.491744, -79.784774 40.493556999999996, -79.78399499999999 40.49455, -79.781371 40.494492, -79.77761699999999 40.493688999999996, -79.775575 40.494004, -79.77197199999999 40.49655, -79.768396 40.49745, -79.767307 40.499058, -79.76764399999999 40.500498, -79.762613 40.504331, -79.75961199999999 40.501456999999995, -79.755713 40.499071, -79.752905 40.496522999999996, -79.751638 40.496472, -79.749228 40.494647, -79.74553399999999 40.493617, -79.74120599999999 40.490339999999996, -79.738118 40.485956, -79.73765 40.483016, -79.737991 40.4801, -79.73603399999999 40.477844999999995, -79.74476 40.477153, -79.747993 40.477396, -79.753028 40.478545, -79.75802399999999 40.478238999999995, -79.75914399999999 40.477768999999995, -79.762119 40.478635, -79.76388999999999 40.480357, -79.766224 40.483990999999996, -79.771237 40.486191999999996, -79.77493299999999 40.488955, -79.778255 40.489353, -79.783416 40.490519, -79.784973 40.491409, -79.78531699999999 40.491744))",3865,39335,0.2863584108567883
320,2645,42,3,526202,1400000US42003526202,42003526202,5262.02,CT,11354678,0,40.4681878797,-79.7520204598,42003526202.0,,,"POLYGON ((-79.78531699999999 40.491744, -79.784973 40.491409, -79.783416 40.490519, -79.778255 40.489353, -79.77493299999999 40.488955, -79.771237 40.486191999999996, -79.766224 40.483990999999996, -79.76388999999999 40.480357, -79.762119 40.478635, -79.75914399999999 40.477768999999995, -79.75802399999999 40.478238999999995, -79.753028 40.478545, -79.747993 40.477396, -79.74476 40.477153, -79.73603399999999 40.477844999999995, -79.73369 40.474818, -79.733395 40.473225, -79.731171 40.470588, -79.731129 40.468728999999996, -79.730364 40.465557, -79.725883 40.461596, -79.722011 40.458844, -79.719026 40.456078, -79.717517 40.455318, -79.714606 40.453759999999996, -79.71538199999999 40.451347, -79.713571 40.450827, -79.714019 40.448873, -79.71384599999999 40.445839, -79.714626 40.445906, -79.71892299999999 40.447055, -79.731651 40.453452999999996, -79.735356 40.455374, -79.73640999999999 40.456528999999996, -79.738863 40.457761, -79.74461099999999 40.456627, -79.748201 40.457248, -79.753513 40.460279, -79.75638599999999 40.459675, -79.75859799999999 40.459863, -79.758949 40.460305999999996, -79.762074 40.461814, -79.76763 40.462069, -79.771424 40.460229, -79.773906 40.459652999999996, -79.779423 40.460961, -79.779332 40.462643, -79.777802 40.463656, -79.776799 40.465807999999996, -79.778398 40.475975999999996, -79.778866 40.476175, -79.77810699999999 40.478246, -79.77991999999999 40.478466, -79.77874 40.480864, -79.78048799999999 40.482012999999995, -79.781617 40.48476, -79.784069 40.486964, -79.783395 40.489894, -79.78523 40.491177, -79.78531699999999 40.491744))",4731,36619,0.2517498751761151
203,1779,42,3,526301,1400000US42003526301,42003526301,5263.01,CT,4348414,0,40.475972881,-79.7184616272,42003526301.0,,,"POLYGON ((-79.73603399999999 40.477844999999995, -79.733627 40.478798999999995, -79.727674 40.479665, -79.724814 40.481905, -79.716127 40.483851, -79.71186 40.487851, -79.709054 40.489264999999996, -79.702142 40.489523, -79.702485 40.477326, -79.70486 40.475434, -79.709507 40.475857999999995, -79.711282 40.473834, -79.713342 40.474264999999995, -79.716363 40.474101, -79.719612 40.471595, -79.720772 40.466100000000004, -79.721132 40.465278, -79.721443 40.46489, -79.720111 40.462841999999995, -79.717517 40.455318, -79.719026 40.456078, -79.722011 40.458844, -79.725883 40.461596, -79.730364 40.465557, -79.731129 40.468728999999996, -79.731171 40.470588, -79.733395 40.473225, -79.73369 40.474818, -79.73603399999999 40.477844999999995))",4014,40335,0.31900191341558426
158,1209,42,3,526302,1400000US42003526302,42003526302,5263.02,CT,3994200,0,40.4618264326,-79.7105633643,42003526302.0,,,"POLYGON ((-79.721132 40.465278, -79.720772 40.466100000000004, -79.719612 40.471595, -79.716363 40.474101, -79.713342 40.474264999999995, -79.711282 40.473834, -79.709507 40.475857999999995, -79.70486 40.475434, -79.702485 40.477326, -79.70308299999999 40.463577, -79.703394 40.455945, -79.703834 40.443526, -79.707379 40.446266, -79.708142 40.447672999999995, -79.709526 40.448113, -79.711351 40.445884, -79.71384599999999 40.445839, -79.714019 40.448873, -79.713571 40.450827, -79.71538199999999 40.451347, -79.714606 40.453759999999996, -79.717517 40.455318, -79.720111 40.462841999999995, -79.721443 40.46489, -79.721132 40.465278))",5070,39974,0.3479997309451619
40,221,42,3,550900,1400000US42003550900,42003550900,5509.0,CT,989679,0,40.348453889299996,-79.85191914020001,42003550900.0,,,"POLYGON ((-79.860987 40.348813, -79.859529 40.349678, -79.85954799999999 40.350162, -79.856261 40.350288, -79.856585 40.351622, -79.852722 40.351949, -79.849256 40.352275, -79.845533 40.353431, -79.843842 40.353014, -79.84534599999999 40.351684, -79.84425399999999 40.348135, -79.84339299999999 40.347136, -79.84329799999999 40.34533, -79.845992 40.345509, -79.847636 40.345617, -79.852578 40.346267, -79.854721 40.346558, -79.856112 40.342217, -79.857374 40.342582, -79.858447 40.343136, -79.857922 40.345608999999996, -79.860965 40.346745999999996, -79.860987 40.348813))",1866,17741,0.27324012192237906
204,1780,42,3,551200,1400000US42003551200,42003551200,5512.0,CT,1308013,0,40.3509881077,-79.83565032119999,42003551200.0,,,"POLYGON ((-79.84534599999999 40.351684, -79.843842 40.353014, -79.83834499999999 40.352595, -79.836339 40.354388, -79.83524899999999 40.35517, -79.832691 40.357195, -79.831976 40.358039, -79.831678 40.357586, -79.829259 40.356846, -79.824398 40.354168, -79.82632 40.352064999999996, -79.82969 40.351839, -79.83097099999999 40.347913, -79.832522 40.347606, -79.83509099999999 40.346758, -79.836394 40.344795999999995, -79.840952 40.345164, -79.84329799999999 40.34533, -79.84339299999999 40.347136, -79.84425399999999 40.348135, -79.84534599999999 40.351684))",3381,16408,0.32827860574725365
176,1319,42,3,551300,1400000US42003551300,42003551300,5513.0,CT,3944378,29848,40.3324940961,-79.82735428810001,42003551300.0,,,"POLYGON ((-79.84024099999999 40.327366, -79.835403 40.329029, -79.835968 40.331447999999995, -79.835043 40.334238, -79.831873 40.334055, -79.83107199999999 40.33622, -79.831699 40.33773, -79.833587 40.338651, -79.83683599999999 40.340218, -79.836654 40.342282, -79.836394 40.344795999999995, -79.83509099999999 40.346758, -79.832522 40.347606, -79.83097099999999 40.347913, -79.828611 40.344702999999996, -79.826522 40.344801, -79.821767 40.34469, -79.819121 40.343779999999995, -79.818964 40.340376, -79.818827 40.338166, -79.82029299999999 40.337924, -79.819994 40.332088, -79.81960000000001 40.330098, -79.81814399999999 40.32736, -79.81690499999999 40.328506, -79.81594799999999 40.327528, -79.816189 40.324422, -79.817696 40.322001, -79.816069 40.319610999999995, -79.818398 40.3189, -79.82000699999999 40.318095, -79.823576 40.323034, -79.82718 40.320419, -79.83170299999999 40.320859, -79.83287399999999 40.324383999999995, -79.83699299999999 40.321585999999996, -79.838387 40.322859, -79.84024099999999 40.327366))",2622,30284,0.2369652060375038
205,1781,42,3,551900,1400000US42003551900,42003551900,5519.0,CT,1810501,400290,40.355257696500004,-79.8502270337,42003551900.0,,,"POLYGON ((-79.870638 40.355436, -79.863389 40.356311, -79.853111 40.356448, -79.847944 40.356932, -79.84407999999999 40.35774, -79.839085 40.360158, -79.83696599999999 40.362151999999995, -79.836169 40.364992, -79.834186 40.361458, -79.833204 40.362674, -79.830473 40.3622, -79.82918 40.361184, -79.829426 40.360524, -79.831976 40.358039, -79.832691 40.357195, -79.83524899999999 40.35517, -79.836339 40.354388, -79.83834499999999 40.352595, -79.843842 40.353014, -79.845533 40.353431, -79.849256 40.352275, -79.852722 40.351949, -79.856585 40.351622, -79.856261 40.350288, -79.85954799999999 40.350162, -79.859529 40.349678, -79.864752 40.349999, -79.86863 40.349512999999995, -79.86999899999999 40.349467, -79.870487 40.351627, -79.870638 40.355436))",1474,12353,0.14544737470202893
385,3150,42,3,552000,1400000US42003552000,42003552000,5520.0,CT,639467,0,40.3416683546,-79.840888453,42003552000.0,,,"POLYGON ((-79.84604999999999 40.342158999999995, -79.84599 40.342873999999995, -79.845992 40.345509, -79.84329799999999 40.34533, -79.840952 40.345164, -79.836394 40.344795999999995, -79.836654 40.342282, -79.83683599999999 40.340218, -79.833587 40.338651, -79.835707 40.337741, -79.836069 40.338536999999995, -79.83941999999999 40.337907, -79.83971199999999 40.338037, -79.84274599999999 40.338273, -79.844167 40.338170999999996, -79.844419 40.340264, -79.846035 40.34006, -79.84604999999999 40.342158999999995))",2428,21233,0.465423392916076
41,222,42,3,552100,1400000US42003552100,42003552100,5521.0,CT,692579,86245,40.3451801507,-79.8636814532,42003552100.0,,,"POLYGON ((-79.86999899999999 40.349467, -79.86863 40.349512999999995, -79.864752 40.349999, -79.859529 40.349678, -79.860987 40.348813, -79.860965 40.346745999999996, -79.857922 40.345608999999996, -79.858447 40.343136, -79.857374 40.342582, -79.85831 40.341049, -79.86133 40.3429, -79.86211899999999 40.342414, -79.859899 40.340044, -79.86140499999999 40.338816, -79.86482699999999 40.340674, -79.86670000000001 40.34224, -79.868155 40.344519, -79.86995499999999 40.349139, -79.86999899999999 40.349467))",1500,15969,0.28806000499974105
342,2741,42,3,552200,1400000US42003552200,42003552200,5522.0,CT,804396,235833,40.3491134331,-79.87732847939999,42003552200.0,,,"POLYGON ((-79.885612 40.345168, -79.881408 40.351046, -79.88084599999999 40.351648999999995, -79.878293 40.353640999999996, -79.876676 40.354337, -79.870638 40.355436, -79.870487 40.351627, -79.86999899999999 40.349467, -79.86995499999999 40.349139, -79.871242 40.349015, -79.877285 40.344685, -79.880966 40.341771, -79.881796 40.343385999999995, -79.88377299999999 40.344302, -79.885612 40.345168))",870,21226,0.22140442269915903
23,170,42,3,552300,1400000US42003552300,42003552300,5523.0,CT,830981,0,40.3418072421,-79.8512574592,42003552300.0,,,"POLYGON ((-79.85831 40.341049, -79.857374 40.342582, -79.856112 40.342217, -79.854721 40.346558, -79.852578 40.346267, -79.847636 40.345617, -79.845992 40.345509, -79.84599 40.342873999999995, -79.84604999999999 40.342158999999995, -79.846035 40.34006, -79.844419 40.340264, -79.844167 40.338170999999996, -79.850349 40.337807, -79.855741 40.339079999999996, -79.856934 40.338747, -79.86133 40.3429, -79.85831 40.341049))",1701,22838,0.31758295052730073
206,1782,42,3,552400,1400000US42003552400,42003552400,5524.0,CT,2044621,200575,40.3330272197,-79.8443952652,42003552400.0,,,"POLYGON ((-79.86133 40.3429, -79.856934 40.338747, -79.855741 40.339079999999996, -79.850349 40.337807, -79.844167 40.338170999999996, -79.84274599999999 40.338273, -79.83971199999999 40.338037, -79.83941999999999 40.337907, -79.836069 40.338536999999995, -79.835707 40.337741, -79.833587 40.338651, -79.831699 40.33773, -79.83107199999999 40.33622, -79.831873 40.334055, -79.835043 40.334238, -79.835968 40.331447999999995, -79.835403 40.329029, -79.84024099999999 40.327366, -79.838387 40.322859, -79.83699299999999 40.321585999999996, -79.83933499999999 40.320736, -79.840955 40.320239, -79.844336 40.326608, -79.846899 40.328789, -79.85481 40.333667999999996, -79.858166 40.336874, -79.860849 40.338398, -79.86140499999999 40.338816, -79.859899 40.340044, -79.86211899999999 40.342414, -79.86133 40.3429))",3383,18194,0.2551469521361012
207,1783,42,3,560400,1400000US42003560400,42003560400,5604.0,CT,511110,0,40.4445978809,-79.8902325204,42003560400.0,,,"POLYGON ((-79.893751 40.443836999999995, -79.893225 40.446494, -79.892431 40.44994, -79.891768 40.450098, -79.888184 40.447659, -79.88593 40.446906999999996, -79.88712799999999 40.444463999999996, -79.887688 40.444658, -79.88712199999999 40.442578999999995, -79.88654799999999 40.440501999999995, -79.886393 40.439687, -79.88701499999999 40.439721999999996, -79.891555 40.441223, -79.894363 40.441175, -79.893751 40.443836999999995))",1691,22835,0.43091336663217367
59,322,42,3,560500,1400000US42003560500,42003560500,5605.0,CT,464658,0,40.437719563200005,-79.8912327195,42003560500.0,,,"POLYGON ((-79.89514199999999 40.437191999999996, -79.895038 40.437667999999995, -79.894682 40.439831, -79.894363 40.441175, -79.891555 40.441223, -79.88701499999999 40.439721999999996, -79.886393 40.439687, -79.88578199999999 40.436842999999996, -79.89456299999999 40.43353, -79.895568 40.434962, -79.89514199999999 40.437191999999996))",2406,45842,0.7335402315457278
42,223,42,3,560600,1400000US42003560600,42003560600,5606.0,CT,374300,0,40.4403915265,-79.88381224279999,42003560600.0,,,"POLYGON ((-79.88712799999999 40.444463999999996, -79.880724 40.442343, -79.879353 40.441888999999996, -79.88071599999999 40.439506, -79.881163 40.438717, -79.882656 40.436087, -79.88578199999999 40.436842999999996, -79.886393 40.439687, -79.88654799999999 40.440501999999995, -79.88712199999999 40.442578999999995, -79.887688 40.444658, -79.88712799999999 40.444463999999996))",837,13657,0.2808506182994448
177,1320,42,3,561000,1400000US42003561000,42003561000,5610.0,CT,568258,0,40.4365443467,-79.8757586815,42003561000.0,,,"POLYGON ((-79.881163 40.438717, -79.88071599999999 40.439506, -79.879353 40.441888999999996, -79.87771699999999 40.441348, -79.876198 40.439672, -79.87404099999999 40.437985, -79.873734 40.43747, -79.873243 40.436799, -79.87229599999999 40.436022, -79.865552 40.432888, -79.86675 40.431325, -79.868845 40.432210999999995, -79.872194 40.433749999999996, -79.87418 40.435264, -79.877533 40.435505, -79.879181 40.43399, -79.882656 40.436087, -79.881163 40.438717))",1321,25410,0.3575845856303761
208,1784,42,3,561100,1400000US42003561100,42003561100,5611.0,CT,414534,0,40.4466124104,-79.87592282930001,42003561100.0,,,"POLYGON ((-79.879364 40.444728999999995, -79.878644 40.447081999999995, -79.879255 40.449756, -79.877128 40.449802999999996, -79.872613 40.449374999999996, -79.867561 40.449389, -79.869001 40.448992, -79.872027 40.4468, -79.875266 40.445747999999995, -79.87771699999999 40.441348, -79.879353 40.441888999999996, -79.880724 40.442343, -79.879364 40.444728999999995))",994,12252,0.2871567135954103
209,1785,42,3,561200,1400000US42003561200,42003561200,5612.0,CT,397421,0,40.4462265876,-79.8824237236,42003561200.0,,,"POLYGON ((-79.88593 40.446906999999996, -79.885464 40.447694999999996, -79.884576 40.449303, -79.884087 40.449144, -79.879255 40.449756, -79.878644 40.447081999999995, -79.879364 40.444728999999995, -79.880724 40.442343, -79.88712799999999 40.444463999999996, -79.88593 40.446906999999996))",1487,16360,0.43193645523618884
178,1368,42,3,561400,1400000US42003561400,42003561400,5614.0,CT,1820850,0,40.4505935338,-79.8620600037,42003561400.0,,,"POLYGON ((-79.872027 40.4468, -79.869001 40.448992, -79.867561 40.449389, -79.86637999999999 40.452812, -79.865794 40.455765, -79.868257 40.456389, -79.86702799999999 40.458546999999996, -79.865381 40.458560999999996, -79.860629 40.458594, -79.85801599999999 40.459407999999996, -79.85712699999999 40.45729, -79.855537 40.457386, -79.85547199999999 40.453606, -79.854238 40.453613, -79.854219 40.452819, -79.854044 40.445814999999996, -79.85850099999999 40.445163, -79.865312 40.443771999999996, -79.871751 40.440658, -79.870863 40.443427, -79.868312 40.444092, -79.86929099999999 40.444488, -79.872027 40.4468))",4053,31644,0.3851949467385652
343,2742,42,3,561500,1400000US42003561500,42003561500,5615.0,CT,1279279,0,40.440275976399995,-79.8684956638,42003561500.0,,,"POLYGON ((-79.87771699999999 40.441348, -79.875266 40.445747999999995, -79.872027 40.4468, -79.86929099999999 40.444488, -79.868312 40.444092, -79.870863 40.443427, -79.871751 40.440658, -79.865312 40.443771999999996, -79.85850099999999 40.445163, -79.857886 40.442868, -79.862095 40.44153, -79.861605 40.439392, -79.865262 40.43737, -79.861498 40.438221999999996, -79.865552 40.432888, -79.87229599999999 40.436022, -79.873243 40.436799, -79.873734 40.43747, -79.87404099999999 40.437985, -79.876198 40.439672, -79.87771699999999 40.441348))",2696,28864,0.3582824328170575
179,1369,42,3,561600,1400000US42003561600,42003561600,5616.0,CT,1573380,0,40.4147830876,-79.96632171819999,42003561600.0,,,"POLYGON ((-79.982259 40.417667, -79.98060199999999 40.417719999999996, -79.978869 40.417957, -79.97569899999999 40.417128, -79.97452 40.417251, -79.97290799999999 40.417424, -79.971334 40.417601999999995, -79.966578 40.417192, -79.965676 40.417339, -79.96547199999999 40.417373999999995, -79.965105 40.417431, -79.964039 40.418265999999996, -79.963596 40.419024, -79.96303999999999 40.419286, -79.962724 40.420099, -79.962728 40.420321, -79.961989 40.420927999999996, -79.961288 40.421257, -79.957899 40.419005999999996, -79.956627 40.417316, -79.955754 40.414277, -79.95583599999999 40.410947, -79.95509799999999 40.410546, -79.956366 40.410630999999995, -79.958292 40.409969, -79.963567 40.409485, -79.965228 40.408082, -79.96544999999999 40.40808, -79.964883 40.410143, -79.967497 40.411660999999995, -79.972033 40.412458, -79.975791 40.413312999999995, -79.977713 40.41415, -79.978171 40.41424, -79.98179499999999 40.414111, -79.982259 40.417667))",2090,25357,0.26775581599881687
210,1786,42,3,561700,1400000US42003561700,42003561700,5617.0,CT,1072680,0,40.4092925573,-79.9740582817,42003561700.0,,,"POLYGON ((-79.98179499999999 40.414111, -79.978171 40.41424, -79.977713 40.41415, -79.975791 40.413312999999995, -79.972033 40.412458, -79.967497 40.411660999999995, -79.964883 40.410143, -79.96544999999999 40.40808, -79.965228 40.408082, -79.966455 40.407015, -79.969312 40.405479, -79.97655499999999 40.40392, -79.975892 40.404375, -79.97841199999999 40.406256, -79.980565 40.407225, -79.98109099999999 40.40784, -79.980801 40.409485, -79.981571 40.410415, -79.98179499999999 40.414111))",802,25098,0.21406427623189694
388,3174,42,3,561900,1400000US42003561900,42003561900,5619.0,CT,1080827,0,40.4693238131,-79.8931089701,42003561900.0,,,"POLYGON ((-79.898082 40.473546999999996, -79.89842399999999 40.475722999999995, -79.890637 40.474694, -79.88908599999999 40.475473, -79.887722 40.474975, -79.887081 40.475919999999995, -79.88773499999999 40.473067, -79.88999199999999 40.461829, -79.894453 40.462543, -79.895969 40.463834999999996, -79.898732 40.464611, -79.89897599999999 40.464667999999996, -79.896602 40.468385, -79.896047 40.468748999999995, -79.897111 40.470071999999995, -79.899249 40.472722, -79.898082 40.473546999999996))",2467,19231,0.3176359251950401
24,171,42,3,562000,1400000US42003562000,42003562000,5620.0,CT,586698,0,40.4518620466,-79.9539633821,42003562000.0,,,"POLYGON ((-79.958474 40.448449, -79.95770999999999 40.448972, -79.954904 40.450976, -79.95407 40.453171999999995, -79.95617899999999 40.458301999999996, -79.95721999999999 40.458653999999996, -79.957202 40.458821, -79.955936 40.460302999999996, -79.9533 40.457766, -79.95147999999999 40.457344, -79.95121 40.456457, -79.949775 40.453114, -79.949688 40.452585, -79.948751 40.450392, -79.950738 40.4498, -79.951846 40.448988, -79.952724 40.448358, -79.95638 40.445702999999995, -79.959722 40.444157, -79.958474 40.448449))",2858,19360,0.5509994874297879
211,1787,42,3,562300,1400000US42003562300,42003562300,5623.0,CT,3116963,276270,40.4086974211,-79.9327488974,42003562300.0,,,"POLYGON ((-79.945026 40.411241, -79.94179 40.411898, -79.94043599999999 40.412442999999996, -79.93947299999999 40.413478999999995, -79.939216 40.41549, -79.937257 40.417609, -79.93383 40.419788, -79.93369 40.419731999999996, -79.93310699999999 40.419798, -79.929502 40.419002, -79.929215 40.419753, -79.928168 40.419683, -79.926774 40.418911, -79.924971 40.415048, -79.92284699999999 40.412929999999996, -79.92277399999999 40.411804, -79.92156 40.41222, -79.918572 40.410757, -79.9196 40.409766, -79.921112 40.408297999999995, -79.92722499999999 40.400926, -79.92915699999999 40.399256, -79.933008 40.397631, -79.932971 40.397317, -79.935397 40.396902999999995, -79.935756 40.399481, -79.938784 40.399678, -79.940266 40.40021, -79.94191 40.401322, -79.943358 40.40377, -79.944424 40.408438, -79.945026 40.411241))",2914,18536,0.19248249001840806
